,DAY_OF_MONTH,DAY_OF_WEEK,MONTH,ORIGIN,DEST,CRS_DEP_TIME,DEP_DELAY,CRS_ARR_TIME
8079,27,3,1,JFK,HOU,1445,33,1802
8080,27,3,1,HOU,JFK,1059,14,1513
8081,27,3,1,BDL,DCA,1929,1,2100
8082,27,3,1,PHX,BOS,2359,20,640
8083,27,3,1,SFO,JFK,1400,58,2223
8084,27,3,1,JFK,LAX,1845,1,2208
8085,27,3,1,PBI,DCA,1301,16,1515
8086,27,3,1,JFK,PBI,1255,86,1557
8087,27,3,1,PBI,JFK,1005,44,1237
8088,27,3,1,SYR,MCO,1204,15,1459
8089,27,3,1,MCO,SYR,843,10,1122
8090,27,3,1,CLE,FLL,1713,33,2009
8091,27,3,1,FLL,CLE,1331,18,1632
8092,27,3,1,PHL,BOS,1745,65,1909
8093,27,3,1,MCO,PSE,2155,7,149
8094,27,3,1,FLL,LGA,1725,108,2017
8095,27,3,1,JAX,JFK,1119,19,1328
8096,27,3,1,BOS,TPA,1950,11,2313
8097,27,3,1,MCO,LGA,1920,12,2151
8098,27,3,1,LAX,FLL,1248,7,2032
8099,27,3,1,JFK,BUF,1845,8,2014
8100,27,3,1,JFK,LAS,1800,20,2053
8101,27,3,1,PBI,BOS,1103,42,1400
8102,27,3,1,MCO,DCA,1133,30,1341
8103,27,3,1,MCO,BQN,2212,26,155
8104,27,3,1,SJU,MCO,1205,5,1417
8105,27,3,1,JFK,PSE,2359,4,446
8106,27,3,1,PSE,JFK,600,49,901
8107,27,3,1,LAS,JFK,1145,93,1937
8108,27,3,1,LGA,PBI,1530,54,1838
8109,27,3,1,BOS,LAS,2006,9,2308
8110,27,3,1,LAS,SFO,955,192,1131
8111,27,3,1,HPN,FLL,1839,104,2139
8112,27,3,1,FLL,HPN,1850,172,2138
8113,27,3,1,BOS,PBI,1425,2,1749
8114,27,3,1,DCA,MCO,1559,20,1824
8115,27,3,1,BQN,JFK,705,6,956
8116,27,3,1,SAV,JFK,1012,40,1209
8117,27,3,1,SJU,BOS,1939,11,2245
8118,27,3,1,BOS,RSW,1859,56,2242
8119,27,3,1,SJU,ORD,2022,90,2332
8120,27,3,1,LAS,LGB,1829,137,1933
8121,27,3,1,JFK,MCO,1935,25,2228
8122,27,3,1,RDU,JFK,1025,7,1150
8123,27,3,1,SFO,LAS,1222,168,1358
8124,27,3,1,BDL,RSW,1207,4,1535
8125,27,3,1,RSW,BDL,1357,30,1648
8126,27,3,1,ORD,JFK,1100,23,1405
8127,27,3,1,BOS,PBI,1100,3,1426
8128,27,3,1,JFK,TPA,1435,22,1742
8129,27,3,1,EWR,MCO,1425,10,1716
8130,27,3,1,MCO,EWR,1420,40,1659
8131,27,3,1,HOU,BOS,1845,39,2316
8132,27,3,1,SRQ,BOS,1455,7,1751
8133,27,3,1,LAS,JFK,2203,14,544
8134,27,3,1,BOS,MCO,1421,1,1742
8135,27,3,1,MCO,BOS,1546,188,1838
8136,27,3,1,PHL,FLL,1310,24,1555
8137,27,3,1,FLL,PHL,1825,14,2104
8138,27,3,1,BOS,DEN,1945,28,2230
8139,27,3,1,FLL,JFK,1025,30,1306
8140,27,3,1,PBI,BOS,1825,54,2120
8141,27,3,1,DCA,MCO,1841,126,2104
8142,27,3,1,JFK,TPA,1215,15,1516
8143,27,3,1,TPA,JFK,1220,39,1453
8144,27,3,1,MCO,BQN,2342,1,325
8145,27,3,1,SJU,STT,1654,42,1731
8146,27,3,1,FLL,SJU,1238,125,1608
8147,27,3,1,AUS,BOS,1850,61,2324
8148,27,3,1,JFK,SAV,1559,15,1821
8149,27,3,1,SAV,JFK,1902,11,2102
8150,27,3,1,BOS,PHL,1525,92,1705
8151,27,3,1,RSW,BOS,1955,24,2252
8152,27,3,1,MCO,PVD,1503,18,1743
8153,27,3,1,DCA,BOS,1935,147,2100
8154,27,3,1,AUS,JFK,1432,18,1900
8155,27,3,1,TPA,DCA,1445,19,1656
8156,27,3,1,BOS,DFW,1446,23,1815
8157,27,3,1,TPA,LGA,1825,49,2056
8158,27,3,1,CLT,JFK,2010,19,2152
8159,27,3,1,JFK,CLT,1730,34,1933
8160,27,3,1,RDU,FLL,1120,6,1328
8161,27,3,1,FLL,CHS,1940,47,2123
8162,27,3,1,BDL,PBI,1631,43,1938
8163,27,3,1,PBI,BDL,1306,32,1548
8164,27,3,1,FLL,RIC,1405,29,1616
8165,27,3,1,TPA,SJU,1514,139,1903
8166,27,3,1,MCO,BOS,1828,14,2115
8167,27,3,1,BOS,PHL,1735,8,1917
8168,27,3,1,PBI,HPN,1215,19,1459
8169,27,3,1,LGA,FLL,1329,38,1636
8170,27,3,1,RIC,BOS,1655,53,1827
8171,27,3,1,RDU,JFK,2013,17,2143
8172,27,3,1,FLL,PVD,1135,32,1429
8173,27,3,1,PVD,FLL,1510,68,1829
8174,27,3,1,MCO,LGA,1627,7,1859
8175,27,3,1,JFK,FLL,1940,13,2248
8176,27,3,1,DCA,MCO,1255,11,1519
8177,27,3,1,BOS,DTW,1612,5,1829
8178,27,3,1,DCA,CHS,1838,8,2023
8179,27,3,1,HPN,RSW,630,33,945
8180,27,3,1,RSW,HPN,1021,44,1308
8181,27,3,1,FLL,SJU,1652,87,2021
8182,27,3,1,PBI,JFK,1435,39,1719
8183,27,3,1,PBI,LGA,1919,87,2159
8184,27,3,1,RSW,BOS,1510,36,1812
8185,27,3,1,FLL,LGA,1407,131,1659
8186,27,3,1,MCO,JFK,1824,4,2059
8187,27,3,1,SJU,EWR,1500,20,1811
8188,27,3,1,MCO,HPN,2043,44,2315
8189,27,3,1,SJU,JFK,1535,8,1842
8190,27,3,1,IAD,JFK,1152,15,1309
8191,27,3,1,JFK,BOS,1244,30,1349
8192,27,3,1,SJU,MCO,1427,28,1638
8193,27,3,1,DTW,BOS,1911,2,2059
8194,27,3,1,DCA,SJU,855,4,1340
8195,27,3,1,SJU,DCA,1904,2,2159
8196,27,3,1,MCO,BOS,2119,43,2359
8197,27,3,1,LGA,FLL,2140,38,36
8198,27,3,1,JFK,CHS,1559,19,1816
8199,27,3,1,TPA,BOS,1639,49,1931
8200,27,3,1,FLL,JFK,1734,22,2025
8201,27,3,1,SFO,LGB,1439,59,1600
8202,27,3,1,LGB,SFO,1715,17,1837
8203,27,3,1,PBI,EWR,2015,43,2259
8204,27,3,1,CLT,BOS,1740,2,1941
8205,27,3,1,HPN,TPA,1359,25,1659
8206,27,3,1,BOS,MCO,2017,31,2331
8207,27,3,1,SJU,FLL,1932,17,2119
8208,27,3,1,BDL,FLL,1829,63,2143
8209,27,3,1,FLL,BDL,2130,21,19
8210,27,3,1,HPN,PBI,2059,15,2351
8211,27,3,1,FLL,LGA,2055,41,2338
8212,27,3,1,FLL,DCA,937,13,1158
8213,27,3,1,MCO,HPN,1753,5,2029
8214,27,3,1,JFK,FLL,1020,2,1324
8215,27,3,1,EWR,RSW,1859,82,2214
8216,27,3,1,RSW,EWR,1232,55,1524
8217,27,3,1,TPA,BDL,1925,22,2204
8218,27,3,1,SJU,FLL,606,3,749
8219,27,3,1,RSW,BOS,1052,12,1349
8220,27,3,1,HPN,PBI,835,9,1136
8221,27,3,1,FLL,LGA,1121,38,1413
8222,27,3,1,DCA,FLL,2050,16,2327
8223,27,3,1,FLL,DCA,1535,38,1759
8224,27,3,1,BOS,PIT,1515,3,1706
8225,27,3,1,FLL,DTW,1955,92,2257
8226,27,3,1,SJU,JFK,2145,64,40
8227,27,3,1,RSW,JFK,1506,32,1753
8228,27,3,1,BTV,JFK,1113,12,1232
8229,27,3,1,SFO,LGB,1921,1,2038
8230,27,3,1,RSW,LGA,1616,12,1859
8231,27,3,1,SJU,FLL,1720,91,1909
8232,27,3,1,CHS,BOS,1425,9,1629
8233,27,3,1,FLL,DCA,2020,2,2240
8234,27,3,1,MCO,JFK,1724,22,2000
8235,27,3,1,JFK,RSW,1451,32,1809
8236,27,3,1,RSW,JFK,1850,48,2132
8237,27,3,1,JFK,BTV,1308,16,1422
8238,27,3,1,SYR,FLL,1510,48,1831
8239,27,3,1,FLL,SYR,1130,23,1433
8240,27,3,1,FLL,JFK,2114,59,2355
8241,27,3,1,FLL,SJU,2225,105,149
8242,27,3,1,MCO,JFK,1350,1,1622
8243,27,3,1,ORH,MCO,1659,11,2007
8244,27,3,1,MCO,ORH,1346,1,1623
8245,27,3,1,HPN,MCO,735,32,1031
8246,27,3,1,JFK,FLL,2150,13,54
8247,27,3,1,FLL,JFK,1440,33,1730
8248,27,3,1,MCO,SJU,1009,33,1354
8249,27,3,1,PBI,HPN,1918,10,2200
8250,27,3,1,LGB,LAS,1635,154,1741
8251,27,3,1,JFK,BUF,2245,8,8
8252,27,3,1,FLL,PIT,1955,29,2230
8253,27,3,1,ORH,FLL,1835,120,2158
8254,27,3,1,FLL,ORH,1505,59,1758
8255,27,3,1,STT,SJU,1812,18,1853
8256,27,3,1,HPN,PBI,1540,5,1838
8257,27,3,1,FLL,BOS,1352,42,1659
8258,27,3,1,LAS,LGB,1445,156,1549
8259,27,3,1,FLL,BWI,2027,114,2252
8260,27,3,1,PBI,HPN,1514,102,1758
8261,27,3,1,FLL,BOS,2101,31,2359
8262,27,3,1,MCO,DCA,1555,29,1802
8263,27,3,1,MCO,DCA,610,12,813
8264,27,3,1,AUS,MCO,1632,3,1951
8265,27,3,1,MCO,AUS,1150,5,1342
8266,27,3,1,EWR,BOS,1755,21,1913
8267,27,3,1,JAX,FLL,1855,33,2011
8268,27,3,1,FLL,JAX,2050,39,2205
8269,27,3,1,LAS,SFO,1950,2,2126
8270,27,3,1,BOS,RSW,1254,5,1632
8271,27,3,1,RSW,BOS,1708,26,2009
8272,28,4,1,SJU,JFK,1253,12,1555
8273,28,4,1,FLL,EWR,1810,11,2104
8274,28,4,1,FLL,LAS,1927,38,2158
8275,28,4,1,LAS,FLL,2249,75,615
8276,28,4,1,BOS,SAN,1700,4,2031
8277,28,4,1,JFK,LAX,708,5,1033
8278,28,4,1,TPA,JFK,1557,19,1833
8279,28,4,1,MCO,EWR,1950,58,2222
8280,28,4,1,BTV,JFK,1931,26,2105
8281,28,4,1,JFK,BTV,1736,46,1855
8282,28,4,1,SAV,BOS,1436,1,1656
8283,28,4,1,PBI,LGA,1008,34,1247
8284,28,4,1,FLL,BOS,1840,202,2142
8285,28,4,1,SLC,JFK,2248,30,500
8286,28,4,1,JFK,RNO,1941,1,2304
8287,28,4,1,MCO,JFK,1900,34,2134
8288,28,4,1,JFK,DEN,2030,20,2307
8289,28,4,1,LAX,FLL,2245,105,627
8290,28,4,1,FLL,LAX,1845,110,2137
8291,28,4,1,FLL,JFK,1334,30,1624
8292,28,4,1,JFK,PWM,2245,27,2353
8293,28,4,1,BOS,ORD,715,15,917
8294,28,4,1,ALB,MCO,1610,74,1920
8295,28,4,1,MCO,ALB,1249,95,1529
8296,28,4,1,PBI,BOS,2020,47,2311
8297,28,4,1,BOS,SFO,721,21,1114
8298,28,4,1,JFK,PHX,1924,28,2308
8299,28,4,1,BDL,MCO,1730,24,2032
8300,28,4,1,MCO,BDL,1828,40,2104
8301,28,4,1,JFK,PSP,1930,7,2240
8302,28,4,1,MCO,BOS,947,27,1233
8303,28,4,1,JFK,SRQ,1000,112,1308
8304,28,4,1,SRQ,JFK,1345,234,1624
8305,28,4,1,FLL,BOS,1545,14,1853
8306,28,4,1,MCO,JFK,2137,6,2359
8307,28,4,1,LGA,MCO,930,4,1231
8308,28,4,1,JFK,FLL,2040,77,2347
8309,28,4,1,EWR,FLL,1445,66,1750
8310,28,4,1,JFK,PWM,1029,3,1138
8311,28,4,1,CLT,JFK,1050,7,1233
8312,28,4,1,JFK,CLT,805,16,1013
8313,28,4,1,PBI,BOS,1510,55,1811
8314,28,4,1,JFK,TPA,2155,6,56
8315,28,4,1,MCO,EWR,1055,18,1334
8316,28,4,1,SLC,LGB,1257,2,1346
8317,28,4,1,JFK,BTV,2245,5,2355
8318,28,4,1,MCO,BOS,1048,2,1335
8319,28,4,1,JFK,SEA,1357,23,1708
8320,28,4,1,SEA,JFK,2200,8,559
8321,28,4,1,SMF,LGB,1636,30,1754
8322,28,4,1,LGA,FLL,1629,20,1941
8323,28,4,1,BDL,SJU,625,50,1117
8324,28,4,1,FLL,SFO,1941,181,2308
8325,30,6,1,FLL,JFK,1440,4,1730
8326,30,6,1,BOS,BUF,1715,120,1852
8327,30,6,1,BUF,BOS,1930,104,2049
8328,30,6,1,PBI,HPN,1918,2,2200
8329,30,6,1,BOS,FLL,1645,7,2015
8330,30,6,1,FLL,EWR,616,4,900
8331,30,6,1,HPN,PBI,1540,8,1838
8332,30,6,1,FLL,BOS,1400,24,1707
8333,30,6,1,FLL,BWI,2027,69,2252
8334,30,6,1,LGB,SLC,1840,150,2121
8335,30,6,1,PBI,HPN,1514,25,1758
8336,30,6,1,BOS,FLL,950,1,1322
8337,30,6,1,FLL,BOS,2101,5,2359
8338,30,6,1,MCO,DCA,1555,9,1802
8339,30,6,1,JFK,BUF,1345,61,1510
8340,30,6,1,JFK,BUF,1159,1,1320
8341,30,6,1,LAS,SFO,1510,119,1644
8342,30,6,1,BUF,JFK,1601,22,1730
8343,30,6,1,LAS,SFO,1950,99,2126
8344,30,6,1,BOS,RSW,1358,5,1738
8345,30,6,1,RSW,BOS,1814,10,2112
8346,31,7,1,JFK,SJU,700,8,1153
8347,31,7,1,FLL,EWR,1810,9,2104
8348,31,7,1,LAS,FLL,2249,15,615
8349,31,7,1,BOS,SAN,1700,65,2031
8350,31,7,1,SAN,BOS,2200,44,609
8351,31,7,1,LAX,JFK,630,4,1445
8352,31,7,1,MCO,EWR,1950,7,2222
8353,31,7,1,BOS,SJU,946,3,1447
8354,31,7,1,PBI,LGA,1008,1,1247
8355,31,7,1,ABQ,JFK,2359,1,546
8356,4,1,1,EWR,MCO,1445,10,1738
8357,4,1,1,MCO,EWR,1416,10,1655
8358,4,1,1,BQN,JFK,1047,11,1338
8359,4,1,1,BOS,MCO,1415,1,1736
8360,4,1,1,MCO,BOS,1550,14,1842
8361,4,1,1,SJU,FLL,1120,61,1309
8362,4,1,1,SJU,BOS,409,38,714
8363,4,1,1,BOS,RSW,1159,11,1535
8364,4,1,1,LGA,FLL,930,11,1241
8365,4,1,1,FLL,LGA,719,14,1002
8366,4,1,1,FLL,PHL,1825,13,2104
8367,4,1,1,JFK,MCO,1703,123,2004
8368,4,1,1,RDU,BOS,1750,4,1938
8369,4,1,1,BOS,DEN,1951,11,2236
8370,4,1,1,BUF,JFK,2050,148,2213
8371,4,1,1,FLL,JFK,1153,9,1447
8372,4,1,1,LGB,SEA,1825,116,2107
8373,4,1,1,SEA,LGB,1801,25,2028
8374,4,1,1,ORD,BOS,940,12,1254
8375,4,1,1,PBI,BOS,1835,18,2130
8376,4,1,1,JFK,TPA,1215,1,1516
8377,4,1,1,TPA,JFK,1219,20,1452
8378,4,1,1,MCO,SJU,700,45,1044
8379,4,1,1,SJU,MCO,1808,28,2015
8380,4,1,1,FLL,SJU,1240,8,1610
8381,4,1,1,SJU,STT,1656,18,1733
8382,4,1,1,JFK,SAV,1550,13,1814
8383,4,1,1,SAV,JFK,1900,22,2100
8384,4,1,1,BOS,RSW,1542,10,1918
8385,4,1,1,FLL,BOS,1128,12,1434
8386,4,1,1,PVD,MCO,1525,8,1833
8387,4,1,1,BOS,RIC,905,2,1058
8388,4,1,1,BOS,DCA,1715,1,1857
8389,4,1,1,JFK,FLL,1900,3,2212
8390,4,1,1,BOS,JAX,830,41,1134
8391,4,1,1,TPA,LGA,1825,3,2056
8392,4,1,1,JFK,CLT,1716,22,1920
8393,4,1,1,JFK,LAX,2115,43,34
8394,4,1,1,JFK,RSW,1120,1,1430
8395,4,1,1,LGB,SFO,2029,164,2154
8396,4,1,1,BDL,PBI,1631,19,1938
8397,4,1,1,PBI,BDL,1303,9,1545
8398,4,1,1,FLL,RIC,1345,71,1556
8399,4,1,1,TPA,SJU,1509,16,1858
8400,4,1,1,BOS,PHL,1730,20,1912
8401,4,1,1,LGA,PBI,1045,20,1346
8402,4,1,1,RSW,BOS,1350,30,1651
8403,4,1,1,MCO,RIC,2051,40,2241
8404,4,1,1,LGA,FLL,1329,33,1636
8405,4,1,1,RIC,BOS,1632,80,1804
8406,4,1,1,RDU,JFK,2033,11,2202
8407,4,1,1,DCA,BOS,2045,10,2208
8408,4,1,1,PVD,FLL,1405,13,1723
8409,4,1,1,MCO,LGA,1620,169,1852
8410,4,1,1,LGA,MCO,1355,14,1650
8411,4,1,1,JFK,FLL,2000,18,2308
8412,4,1,1,JFK,SJU,1559,17,2054
8413,4,1,1,JFK,PDX,2041,23,2359
8414,4,1,1,MCO,BWI,1448,53,1708
8415,4,1,1,MCO,SJU,1655,1,2040
8416,4,1,1,BOS,DTW,1612,3,1829
8417,4,1,1,LAS,JFK,2359,9,741
8418,4,1,1,HPN,RSW,645,1,1000
8419,4,1,1,FLL,SJU,1654,11,2023
8420,4,1,1,PBI,JFK,1430,28,1714
8421,4,1,1,PBI,LGA,1839,37,2120
8422,4,1,1,RSW,BOS,1611,7,1914
8423,4,1,1,BOS,FLL,1950,1,2318
8424,4,1,1,LGA,FLL,1940,4,2247
8425,4,1,1,JFK,CHS,715,153,933
8426,4,1,1,CHS,JFK,1018,162,1159
8427,4,1,1,EWR,SJU,925,6,1422
8428,4,1,1,MCO,HPN,2040,9,2312
8429,4,1,1,JFK,AUS,2115,89,37
8430,4,1,1,SJU,JFK,1553,7,1900
8431,4,1,1,JFK,IAD,1149,10,1304
8432,4,1,1,BOS,JFK,1912,50,2029
8433,4,1,1,JFK,LAX,2235,42,148
8434,4,1,1,MCO,SJU,1800,32,2145
8435,4,1,1,SJU,MCO,1411,11,1623
8436,4,1,1,DTW,BOS,1915,3,2103
8437,4,1,1,SJU,DCA,1843,29,2138
8438,4,1,1,MCO,BOS,2145,2,25
8439,4,1,1,LGA,FLL,2137,18,33
8440,4,1,1,JFK,CHS,1624,33,1839
8441,4,1,1,CHS,JFK,1925,22,2113
8442,4,1,1,EWR,SJU,2315,64,400
8443,4,1,1,FLL,JFK,1818,34,2106
8444,4,1,1,SJU,JFK,1101,23,1358
8445,4,1,1,JAX,BOS,1210,30,1435
8446,4,1,1,JFK,SFO,2000,154,2340
8447,4,1,1,LGB,AUS,1015,10,1500
8448,4,1,1,BOS,BWI,2015,108,2145
8449,4,1,1,SJU,MCO,505,11,710
8450,4,1,1,SFO,LGB,1429,70,1550
8451,4,1,1,LGB,SFO,1717,155,1839
8452,4,1,1,EWR,PBI,2150,54,38
8453,4,1,1,PBI,EWR,1942,62,2229
8454,4,1,1,BDL,FLL,1853,22,2207
8455,4,1,1,FLL,BDL,2031,1,2320
8456,4,1,1,FLL,LGA,2015,23,2300
8457,4,1,1,JFK,FLL,1059,3,1404
8458,4,1,1,JFK,SJU,2358,25,439
8459,4,1,1,SJU,JFK,600,32,902
8460,4,1,1,JFK,IAD,2210,42,2324
8461,4,1,1,EWR,RSW,1845,13,2206
8462,4,1,1,RSW,EWR,1224,22,1516
8463,4,1,1,TPA,BDL,1935,6,2213
8464,4,1,1,BOS,MCO,1636,7,2001
8465,4,1,1,FLL,SJU,1430,22,1759
8466,4,1,1,SJU,FLL,625,105,807
8467,4,1,1,HPN,PBI,744,26,1043
8468,4,1,1,FLL,LGA,1109,1,1401
8469,4,1,1,DCA,FLL,1822,11,2103
8470,4,1,1,DTW,FLL,715,14,1024
8471,4,1,1,FLL,DTW,1810,31,2112
8472,4,1,1,JFK,FLL,1702,11,2015
8473,4,1,1,SJU,JFK,2039,6,2340
8474,4,1,1,RSW,JFK,1515,3,1802
8475,4,1,1,SFO,LGB,1921,160,2038
8476,4,1,1,LGA,RSW,940,22,1308
8477,4,1,1,BOS,CHS,1115,23,1351
8478,4,1,1,CHS,BOS,1430,9,1634
8479,4,1,1,JFK,JAX,2032,30,2312
8480,4,1,1,FLL,DCA,1858,34,2119
8481,4,1,1,JFK,SFO,2130,16,102
8482,4,1,1,SFO,JFK,55,13,914
8483,4,1,1,JFK,RSW,1545,7,1909
8484,4,1,1,BTV,JFK,1450,3,1621
8485,4,1,1,FLL,SJU,734,52,1100
8486,4,1,1,JFK,FLL,1520,30,1837
8487,4,1,1,FLL,JFK,2115,32,2356
8488,4,1,1,JFK,SYR,2250,130,2358
8489,4,1,1,DTW,BOS,615,2,811
8490,4,1,1,FLL,SJU,2333,46,257
8491,4,1,1,MCO,JFK,1445,65,1720
8492,4,1,1,JFK,FLL,2215,28,116
8493,4,1,1,FLL,JFK,1510,27,1801
8494,4,1,1,JFK,SJU,1300,22,1744
8495,4,1,1,SJU,JFK,1948,39,2248
8496,4,1,1,HPN,PBI,1137,37,1432
8497,4,1,1,PBI,HPN,1918,4,2200
8498,4,1,1,BOS,FLL,1610,16,1942
8499,4,1,1,DCA,FLL,1540,11,1821
8500,4,1,1,LGB,LAS,1636,61,1742
8501,4,1,1,JFK,MCO,637,5,930
8502,4,1,1,SJU,EWR,515,20,823
8503,4,1,1,JFK,BUF,2250,15,13
8504,4,1,1,FLL,PIT,1938,31,2213
8505,4,1,1,STT,SJU,1814,22,1855
8506,4,1,1,SJU,FLL,2145,5,2328
8507,4,1,1,HPN,PBI,1544,2,1842
8508,4,1,1,LAS,LGB,1424,16,1528
8509,4,1,1,FLL,DCA,2059,25,2318
8510,4,1,1,BUF,JFK,848,1,1014
8511,4,1,1,PBI,HPN,1515,38,1759
8512,4,1,1,JFK,MCO,1811,6,2109
8513,4,1,1,BOS,TPA,930,55,1258
8514,4,1,1,JFK,BUF,1636,10,1805
8515,4,1,1,BOS,FLL,1120,6,1455
8516,4,1,1,BDL,SJU,1805,9,2256
8517,4,1,1,SJU,BDL,337,25,639
8518,4,1,1,EWR,BOS,845,45,955
8519,4,1,1,SFO,LAS,800,1,933
8520,4,1,1,BUF,JFK,1015,3,1137
8521,4,1,1,JFK,BUF,1429,133,1557
8522,4,1,1,BUF,JFK,1432,1,1600
8523,4,1,1,JFK,BUF,1230,6,1354
8524,4,1,1,BUF,FLL,1515,88,1829
8525,4,1,1,FLL,BUF,1135,62,1431
8526,4,1,1,LAS,SFO,1505,29,1639
8527,4,1,1,BUF,JFK,1640,120,1809
8528,4,1,1,JFK,BUF,800,2,929
8529,4,1,1,BOS,EWR,1858,13,2030
8530,4,1,1,EWR,BOS,2110,9,2216
8531,4,1,1,LAS,SFO,1945,148,2121
8532,4,1,1,BOS,RSW,1312,2,1650
8533,4,1,1,RDU,BOS,630,5,820
8534,4,1,1,FLL,BOS,2140,11,37
8535,4,1,1,SJU,JFK,205,98,500
8536,4,1,1,FLL,BUF,2130,19,23
8537,4,1,1,JFK,MCO,2112,39,4
8538,5,2,1,SJU,JFK,1253,11,1555
8539,5,2,1,FLL,EWR,1810,2,2104
8540,5,2,1,FLL,LAS,1927,124,2158
8541,5,2,1,LAS,FLL,2249,143,615
8542,5,2,1,JFK,SFO,650,15,1026
8543,5,2,1,BOS,SAN,1700,4,2031
8544,5,2,1,PBI,BOS,720,17,1014
8545,5,2,1,TPA,JFK,1557,5,1833
8546,5,2,1,EWR,MCO,900,6,1203
8547,5,2,1,MCO,EWR,1950,22,2222
8548,5,2,1,BOS,SAV,1115,19,1400
8549,5,2,1,SAV,BOS,1436,13,1656
8550,5,2,1,BOS,IAD,640,14,833
8551,5,2,1,BOS,SJU,946,4,1447
8552,5,2,1,PBI,LGA,1008,114,1247
8553,5,2,1,JFK,ABQ,1956,5,2307
8554,5,2,1,FLL,BOS,1840,52,2142
8555,5,2,1,JFK,SLC,2059,12,19
8556,5,2,1,SLC,JFK,2248,1,500
8557,5,2,1,MCO,JFK,1900,52,2134
8558,5,2,1,FLL,JFK,1334,9,1624
8559,5,2,1,BOS,JFK,1209,19,1322
8560,5,2,1,PBI,BOS,2020,47,2311
8561,5,2,1,JFK,LAX,839,36,1202
8562,5,2,1,BOS,SFO,721,41,1114
8563,5,2,1,SJU,MCO,1323,69,1534
8564,5,2,1,JFK,PHX,1924,50,2308
8565,5,2,1,BDL,MCO,1730,38,2032
8566,5,2,1,MCO,BDL,1828,9,2104
8567,5,2,1,BOS,MCO,810,16,1136
8568,5,2,1,MCO,BOS,947,5,1233
8569,5,2,1,PBI,JFK,600,5,834
8570,5,2,1,BOS,PHL,630,10,811
8571,5,2,1,SRQ,JFK,1345,3,1624
8572,5,2,1,JFK,OAK,901,16,1237
8573,5,2,1,LAS,BOS,1358,113,2151
8574,5,2,1,JFK,MCO,1559,3,1904
8575,5,2,1,MCO,JFK,2137,33,2359
8576,5,2,1,SFO,LAS,1730,250,1901
8577,5,2,1,JFK,SAN,955,79,1310
8578,5,2,1,MCO,LGA,600,11,825
8579,5,2,1,EWR,FLL,1445,11,1750
8580,5,2,1,JFK,LGB,1419,13,1736
8581,5,2,1,BOS,DFW,721,4,1057
8582,5,2,1,CLT,JFK,1050,6,1233
8583,24,7,1,JFK,SMF,2030,20,2359
8584,24,7,1,SMF,JFK,2308,3,718
8585,24,7,1,LAS,BOS,1358,4,2151
8586,24,7,1,JFK,FLL,2040,44,2347
8587,24,7,1,SWF,FLL,1445,269,1750
8588,24,7,1,LAX,JFK,1028,98,1846
8589,24,7,1,JFK,TPA,2155,48,56
8590,24,7,1,JFK,BTV,2245,32,2355
8591,24,7,1,BOS,MCO,945,122,1305
8592,24,7,1,BOS,SJU,2359,3,455
8593,24,7,1,LGA,FLL,1629,58,1941
8594,24,7,1,FLL,SFO,1941,227,2308
8595,24,7,1,SFO,FLL,2359,48,817
8596,24,7,1,LAS,LGB,1100,16,1204
8597,24,7,1,LGB,LAS,905,3,1011
8598,24,7,1,BOS,LAX,710,5,1047
8599,24,7,1,FLL,JFK,1948,107,2229
8600,24,7,1,HPN,FLL,1740,156,2050
8601,24,7,1,BOS,ORD,1050,2,1247
8602,24,7,1,BOS,JFK,1945,40,2102
8603,24,7,1,BOS,PBI,1830,63,2155
8604,24,7,1,JFK,LAX,1220,33,1536
8605,24,7,1,LAX,JFK,1312,69,2128
8606,24,7,1,JFK,TPA,1916,33,2221
8607,24,7,1,HPN,MCO,1703,180,1954
8608,24,7,1,MCO,EWR,1805,114,2041
8609,24,7,1,MCO,BDL,1212,12,1448
8610,24,7,1,STX,SJU,1653,88,1735
8611,24,7,1,OAK,LGB,1850,1,2007
8612,24,7,1,BUR,JFK,2130,49,536
8613,24,7,1,PBI,LGA,1200,44,1443
8614,24,7,1,BOS,TPA,1530,29,1900
8615,24,7,1,JFK,DAB,1029,16,1313
8616,24,7,1,HPN,MCO,1018,80,1310
8617,24,7,1,BOS,MSY,820,1,1119
8618,24,7,1,LGB,BOS,2130,82,540
8619,24,7,1,BOS,LGB,1734,37,2106
8620,24,7,1,JFK,SFO,1100,37,1431
8621,24,7,1,BOS,JFK,1417,12,1533
8622,24,7,1,JFK,BOS,2040,14,2150
8623,24,7,1,TPA,JFK,1941,29,2214
8624,24,7,1,MCO,EWR,2136,73,2359
8625,24,7,1,LGA,SRQ,1455,31,1813
8626,24,7,1,SFO,BOS,800,6,1629
8627,24,7,1,SWF,MCO,1731,11,2031
8628,24,7,1,BOS,MCO,1124,15,1449
8629,24,7,1,PBI,JFK,1639,12,1924
8630,24,7,1,FLL,BDL,836,3,1126
8631,24,7,1,SJU,BOS,1136,62,1444
8632,24,7,1,BOS,FLL,2050,28,13
8633,24,7,1,MCO,PVD,2040,194,2312
8634,24,7,1,JFK,JAX,1526,16,1812
8635,24,7,1,JAX,JFK,1855,28,2108
8636,24,7,1,JFK,ROC,2245,92,2
8637,24,7,1,BOS,LAX,1723,3,2058
8638,24,7,1,LAX,BOS,1138,34,1959
8639,24,7,1,LGA,MCO,2100,117,2349
8640,24,7,1,DAB,JFK,1400,37,1621
