,DAY_OF_MONTH,DAY_OF_WEEK,MONTH,ORIGIN,DEST,CRS_DEP_TIME,DEP_DELAY,CRS_ARR_TIME
0,1,5,1,SWF,MCO,1810,8,2110
1,1,5,1,LGB,OAK,2015,12,2132
2,1,5,1,JFK,PBI,805,2,1105
3,1,5,1,PBI,JFK,1716,11,2000
4,1,5,1,FLL,BDL,826,4,1116
5,1,5,1,LGA,PBI,720,243,1019
6,1,5,1,BOS,FLL,2040,12,4
7,1,5,1,MCO,PVD,2037,4,2309
8,1,5,1,JFK,JAX,1452,80,1735
9,1,5,1,JAX,JFK,1817,117,2030
10,1,5,1,BOS,LAX,1723,2,2058
11,1,5,1,LAX,BOS,1128,15,1949
12,1,5,1,BOS,DEN,725,3,1017
13,1,5,1,BOS,SEA,1934,6,2252
14,1,5,1,LGA,MCO,2100,4,2349
15,1,5,1,FLL,EWR,1322,19,1616
16,1,5,1,FLL,AUS,1558,157,1807
17,1,5,1,AUS,FLL,1145,24,1512
18,1,5,1,LGB,JFK,1359,3,2208
19,1,5,1,SLC,LGB,1857,1,1943
20,1,5,1,PBI,EWR,1100,4,1345
21,1,5,1,JFK,PBI,1810,8,2110
22,1,5,1,PBI,JFK,2145,31,17
23,1,5,1,LGA,PBI,1945,7,2245
24,1,5,1,FLL,BOS,1241,13,1549
25,1,5,1,JFK,MSY,1455,89,1736
26,1,5,1,MSY,JFK,1814,103,2159
27,1,5,1,JFK,HOU,1329,1,1639
28,1,5,1,HOU,JFK,1114,24,1529
29,1,5,1,FLL,BWI,825,9,1049
30,1,5,1,BOS,SEA,835,34,1155
31,1,5,1,BOS,PHX,1742,9,2145
32,1,5,1,BOS,SAN,800,3,1134
33,1,5,1,BOS,SFO,1640,3,2032
34,1,5,1,PBI,DCA,1309,3,1523
35,1,5,1,JFK,PBI,1259,20,1600
36,1,5,1,MCO,SYR,2005,1,2242
37,1,5,1,CLE,FLL,1459,24,1755
38,1,5,1,FLL,CLE,1115,21,1416
39,1,5,1,BOS,RSW,1000,3,1341
40,1,5,1,MCO,PSE,2125,33,119
41,1,5,1,JFK,SJC,1833,1,2208
42,1,5,1,JAX,JFK,1100,15,1308
43,1,5,1,DCA,RSW,1959,1,2241
44,1,5,1,JFK,MCO,800,12,1101
45,1,5,1,MCO,JFK,1129,9,1359
46,1,5,1,BOS,LAX,1933,1,2308
47,1,5,1,BOS,TPA,2018,14,2340
48,1,5,1,FLL,BWI,2035,37,2300
49,1,5,1,BWI,FLL,1755,19,2035
50,1,5,1,MCO,LGA,1919,2,2149
51,1,5,1,LAX,FLL,1310,1,2055
52,1,5,1,FLL,EWR,2130,8,14
53,1,5,1,JAX,DCA,1320,13,1503
54,1,5,1,JFK,BOS,2312,3,16
55,1,5,1,PBI,BOS,1045,295,1339
56,1,5,1,MCO,BQN,2212,5,155
57,1,5,1,MCO,SJU,1448,10,1833
58,1,5,1,SJU,MCO,1147,10,1359
59,1,5,1,BOS,SRQ,1240,10,1616
60,1,5,1,JFK,PSE,2359,8,446
61,1,5,1,PSE,JFK,600,23,901
62,1,5,1,LAS,JFK,1208,3,2000
63,1,5,1,DCA,TPA,2055,1,2321
64,1,5,1,JFK,PBI,2046,20,2347
65,1,5,1,PHL,BOS,1950,7,2109
66,1,5,1,LGA,PBI,1447,21,1755
67,1,5,1,MCO,PSE,2335,8,326
68,1,5,1,BOS,LAS,2005,13,2308
69,1,5,1,LAS,BOS,2359,29,749
70,1,5,1,LAS,SFO,1019,98,1155
71,1,5,1,MCO,SLC,1859,43,2157
72,1,5,1,SLC,MCO,2359,15,608
73,1,5,1,HPN,FLL,1845,7,2145
74,1,5,1,FLL,HPN,1841,6,2129
75,1,5,1,PBI,BOS,1735,12,2035
76,1,5,1,DCA,MCO,1605,2,1830
77,1,5,1,MCO,DCA,2050,73,2252
78,1,5,1,BOS,SFO,1915,11,2304
79,1,5,1,JFK,BQN,2359,7,440
80,1,5,1,JFK,SAV,705,16,930
81,1,5,1,SAV,JFK,1015,16,1212
82,1,5,1,MCO,SWF,1450,33,1730
83,1,5,1,BDL,FLL,2259,222,208
84,1,5,1,FLL,BDL,1355,1,1649
85,1,5,1,BOS,SJU,1400,4,1900
86,1,5,1,SJU,BOS,1920,11,2226
87,1,5,1,SJU,ORD,1949,38,2259
88,1,5,1,LAS,LGB,1825,16,1929
89,1,5,1,JFK,MCO,1955,7,2248
90,1,5,1,JFK,RDU,800,13,946
91,1,5,1,RDU,JFK,1025,13,1150
92,1,5,1,SFO,LAS,1245,102,1418
93,1,5,1,JFK,FLL,520,10,828
94,1,5,1,BDL,RSW,1200,5,1528
95,1,5,1,RSW,BDL,1425,7,1716
96,1,5,1,JFK,ORD,825,36,1011
97,1,5,1,ORD,JFK,1054,47,1359
98,1,5,1,STT,SJU,1645,31,1725
99,1,5,1,SJU,BOS,1750,42,2058
100,1,5,1,MCO,EWR,1416,16,1655
101,1,5,1,HOU,BOS,1735,1,2207
102,1,5,1,PBI,DCA,1736,14,1951
103,1,5,1,BQN,JFK,1047,25,1338
104,1,5,1,JFK,BQN,523,35,1006
105,1,5,1,LAS,JFK,2135,16,516
106,1,5,1,SJU,FLL,1120,46,1309
107,1,5,1,PHL,FLL,1339,17,1628
108,1,5,1,RDU,BOS,1750,2,1938
109,1,5,1,BOS,DEN,1940,10,2225
110,1,5,1,HPN,MCO,1405,29,1658
111,1,5,1,LGB,SEA,1825,3,2107
112,1,5,1,JFK,LGB,1811,28,2132
113,1,5,1,FLL,JAX,650,17,805
114,1,5,1,PBI,BOS,1835,15,2130
115,1,5,1,TPA,JFK,1219,24,1452
116,1,5,1,MCO,BQN,2342,16,325
117,1,5,1,BQN,MCO,421,6,615
118,1,5,1,MCO,SJU,700,16,1044
119,1,5,1,SJU,MCO,1808,326,2015
120,1,5,1,STT,SJU,910,130,947
121,1,5,1,FLL,SJU,1238,6,1608
122,1,5,1,SJU,STT,1654,10,1731
123,1,5,1,AUS,BOS,1850,150,2324
124,1,5,1,SAV,JFK,1900,23,2100
125,1,5,1,BOS,RSW,1542,10,1918
126,1,5,1,RSW,BOS,1959,44,2256
127,1,5,1,FLL,BOS,1128,3,1434
128,1,5,1,MCO,PVD,1200,2,1438
129,1,5,1,BOS,LAS,1003,2,1307
130,1,5,1,BOS,RDU,1215,3,1422
131,1,5,1,RDU,BOS,1500,19,1649
132,1,5,1,BOS,DCA,1715,17,1857
133,1,5,1,TPA,DCA,1448,6,1659
134,1,5,1,LGA,MCO,600,1,854
135,1,5,1,JFK,SJU,2116,11,205
136,1,5,1,JFK,LAX,2115,12,34
137,1,5,1,RDU,FLL,1135,4,1344
138,1,5,1,FLL,CHS,1315,9,1458
139,1,5,1,CHS,FLL,1535,3,1719
140,1,5,1,LGB,SFO,2029,3,2154
141,1,5,1,BDL,PBI,1631,11,1938
142,1,5,1,FLL,RIC,1345,41,1556
143,1,5,1,MCO,BOS,1825,26,2112
144,1,5,1,BOS,PHL,1730,6,1912
145,1,5,1,LGA,PBI,1045,13,1346
146,1,5,1,RSW,BOS,1350,26,1651
147,1,5,1,MCO,RIC,2051,217,2241
148,1,5,1,RIC,BOS,1632,29,1804
149,1,5,1,MCO,JFK,604,21,830
150,1,5,1,JFK,RDU,1520,1,1713
151,1,5,1,FLL,PVD,1025,6,1319
152,1,5,1,PVD,FLL,1405,1,1723
153,1,5,1,MCO,LGA,1620,27,1852
154,1,5,1,JFK,SJU,1559,70,2054
155,1,5,1,JFK,PDX,2041,76,2359
156,1,5,1,PDX,JFK,2120,18,518
157,1,5,1,BWI,MCO,1135,5,1359
158,1,5,1,MCO,BWI,1448,27,1708
159,1,5,1,DFW,BOS,1145,32,1608
160,1,5,1,MCO,SJU,1655,19,2040
161,1,5,1,SJU,MCO,1939,97,2145
162,1,5,1,SJU,STT,800,144,834
163,1,5,1,BOS,DTW,1612,2,1829
164,1,5,1,HPN,RSW,645,9,1000
165,1,5,1,RSW,HPN,1042,8,1329
166,1,5,1,FLL,SJU,1654,28,2023
167,1,5,1,PBI,JFK,1430,17,1714
168,1,5,1,PBI,LGA,1839,46,2120
169,1,5,1,BOS,FLL,1924,12,2254
170,1,5,1,LGA,FLL,1940,14,2247
171,1,5,1,FLL,LGA,1407,120,1659
172,1,5,1,CHS,JFK,1018,1,1159
173,1,5,1,MCO,HPN,2040,23,2312
174,1,5,1,FLL,JAX,1745,2,1902
175,1,5,1,BOS,JFK,1841,21,2000
176,1,5,1,JFK,LAX,2235,5,148
177,1,5,1,SJU,MCO,1411,10,1623
178,1,5,1,DCA,SJU,859,9,1355
179,1,5,1,RSW,BOS,1859,14,2157
180,1,5,1,JFK,CHS,1624,1,1839
181,1,5,1,CHS,JFK,1925,25,2113
182,1,5,1,JFK,ROC,1258,10,1417
183,1,5,1,EWR,SJU,2315,46,400
184,1,5,1,TPA,BOS,1630,9,1924
185,1,5,1,FLL,JFK,1818,38,2106
186,1,5,1,JFK,SJU,530,43,1015
187,1,5,1,SJU,JFK,1101,51,1358
188,1,5,1,MCO,SJU,2210,14,154
189,1,5,1,SFO,LGB,1429,31,1550
190,1,5,1,PBI,EWR,1942,16,2229
191,1,5,1,SJU,FLL,1940,122,2126
192,1,5,1,BDL,FLL,1853,16,2207
193,1,5,1,FLL,BDL,2031,31,2320
194,1,5,1,HPN,PBI,2045,16,2337
195,1,5,1,FLL,LGA,2015,12,2300
196,1,5,1,MCO,HPN,1735,28,2009
197,1,5,1,JFK,FLL,1059,2,1404
198,1,5,1,JFK,SJU,2359,1,440
199,1,5,1,JFK,IAD,2140,22,2255
200,1,5,1,EWR,RSW,1845,12,2206
201,1,5,1,TPA,BDL,1935,223,2213
202,1,5,1,MCO,BOS,620,6,907
203,1,5,1,FLL,SJU,1430,5,1759
204,1,5,1,FLL,LGA,1109,20,1401
205,1,5,1,JFK,FLL,1702,4,2015
206,1,5,1,RSW,JFK,1515,2,1802
207,1,5,1,LGA,RSW,940,15,1308
208,1,5,1,BOS,CHS,1115,1,1351
209,1,5,1,CHS,BOS,1430,14,1634
210,1,5,1,FLL,DCA,1858,22,2119
211,1,5,1,BOS,PIT,1725,12,1917
212,1,5,1,FLL,JFK,715,7,959
213,1,5,1,JFK,SFO,2130,20,102
214,1,5,1,PIT,BOS,1955,2,2127
215,1,5,1,JFK,FLL,1520,10,1837
216,1,5,1,FLL,JFK,2115,10,2356
217,1,5,1,FLL,SJU,2333,4,257
218,1,5,1,JFK,MCO,1359,12,1653
219,1,5,1,HPN,MCO,700,8,955
220,1,5,1,JFK,FLL,2215,7,116
221,1,5,1,MCO,SJU,939,3,1325
222,1,5,1,PBI,EWR,1435,1,1723
223,1,5,1,HPN,PBI,1137,5,1432
224,1,5,1,BOS,FLL,1610,8,1942
225,1,5,1,FLL,BOS,635,100,935
226,1,5,1,DCA,FLL,1540,9,1821
227,1,5,1,LGB,LAS,1636,28,1742
228,1,5,1,JFK,MCO,637,2,930
229,1,5,1,MCO,JFK,1030,19,1253
230,1,5,1,SJU,EWR,500,5,808
231,1,5,1,JFK,BUF,2250,7,13
232,1,5,1,PIT,FLL,700,1,957
233,1,5,1,FLL,PIT,1938,14,2213
234,1,5,1,BOS,MCO,2000,34,2315
235,1,5,1,SJU,FLL,2145,134,2328
236,1,5,1,FLL,BOS,1350,10,1657
237,1,5,1,LAS,LGB,1424,6,1528
238,1,5,1,FLL,HPN,2145,3,29
239,1,5,1,SJU,MCO,316,39,521
240,1,5,1,PBI,HPN,1515,13,1759
241,1,5,1,FLL,BOS,2028,33,2326
242,1,5,1,BOS,TPA,930,7,1258
243,1,5,1,BDL,RSW,2140,327,106
244,1,5,1,MCO,DCA,1600,3,1807
245,1,5,1,BDL,SJU,1805,3,2256
246,1,5,1,SFO,LAS,800,22,933
247,1,5,1,DCA,MCO,2035,2,2255
248,1,5,1,FLL,SJU,2210,103,134
249,1,5,1,BOS,TPA,2159,15,120
250,1,5,1,BUF,JFK,1430,13,1557
251,1,5,1,JFK,BUF,1230,4,1354
252,1,5,1,AUS,MCO,1640,23,2000
253,1,5,1,BUF,FLL,1515,237,1829
254,1,5,1,FLL,BUF,1135,247,1431
255,1,5,1,LAS,SFO,1505,86,1639
256,1,5,1,BOS,SJU,2045,5,142
257,1,5,1,SJU,BOS,2305,207,208
258,1,5,1,LAS,SFO,1945,82,2121
259,1,5,1,BUF,JFK,1830,10,2002
260,1,5,1,BOS,RSW,1312,4,1650
261,1,5,1,FLL,DCA,2235,24,52
262,1,5,1,SJU,JFK,205,21,500
263,2,6,1,JFK,FLL,929,17,1236
264,2,6,1,SJU,JFK,1259,1,1602
265,2,6,1,FLL,EWR,1755,58,2048
266,2,6,1,FLL,LAS,1920,47,2151
267,2,6,1,LAS,FLL,2242,30,608
268,2,6,1,JFK,SFO,649,2,1025
269,2,6,1,BOS,SAN,1659,148,2030
270,2,6,1,SAN,BOS,2200,79,609
271,2,6,1,MCO,EWR,1945,1,2217
272,2,6,1,BOS,SAV,1347,42,1631
273,2,6,1,SAV,BOS,1707,31,1928
274,2,6,1,BOS,MCO,530,20,853
275,2,6,1,BOS,SJU,930,15,1430
276,2,6,1,PBI,LGA,955,20,1234
277,2,6,1,JFK,ABQ,2000,68,2308
278,2,6,1,ABQ,JFK,2359,37,546
279,2,6,1,JFK,SLC,1945,29,2307
280,2,6,1,MSY,JFK,1050,131,1440
281,2,6,1,DCA,FLL,2155,8,28
282,2,6,1,RNO,JFK,2359,8,805
283,2,6,1,JFK,RNO,1945,36,2308
284,2,6,1,MCO,JFK,1856,3,2130
285,2,6,1,ALB,FLL,1250,5,1606
286,2,6,1,MCO,HPN,1100,19,1336
287,2,6,1,JFK,DEN,2031,47,2308
288,2,6,1,DEN,JFK,2359,32,530
289,2,6,1,LAX,FLL,2240,94,622
290,2,6,1,FLL,LAX,1845,96,2137
291,2,6,1,FLL,JFK,1327,71,1617
292,2,6,1,JFK,ORD,1520,182,1713
293,2,6,1,SEA,LGB,1035,108,1306
294,2,6,1,JFK,PWM,2245,99,2353
295,2,6,1,HPN,FLL,800,11,1111
296,2,6,1,JFK,SYR,1050,34,1159
297,2,6,1,BOS,JFK,1210,13,1323
298,2,6,1,JFK,BOS,1359,5,1505
299,2,6,1,ALB,MCO,1720,30,2027
300,2,6,1,MCO,ALB,1340,22,1620
301,2,6,1,BOS,PBI,1810,9,2135
302,2,6,1,PBI,BOS,2029,7,2320
303,2,6,1,JFK,LAX,830,1,1153
304,2,6,1,EWR,MCO,1242,132,1534
305,2,6,1,LGA,FLL,930,72,1241
306,2,6,1,PHL,FLL,1339,34,1628
307,2,6,1,JFK,MCO,1703,185,2004
308,2,6,1,RDU,BOS,1805,7,1953
309,2,6,1,BOS,DCA,1515,26,1656
310,2,6,1,BOS,DEN,1945,88,2230
311,2,6,1,DEN,BOS,2322,81,500
312,2,6,1,FLL,JFK,1153,7,1447
313,2,6,1,LGB,SEA,1825,11,2107
314,2,6,1,SEA,LGB,1801,1,2028
315,2,6,1,JFK,LGB,1811,17,2132
316,2,6,1,PBI,BOS,1820,13,2115
317,2,6,1,DCA,MCO,1845,4,2108
318,2,6,1,JFK,TPA,1215,7,1516
319,2,6,1,TPA,JFK,1219,16,1452
320,2,6,1,MCO,BQN,2342,14,325
321,2,6,1,BQN,MCO,421,2,615
322,2,6,1,MCO,SJU,700,24,1044
323,2,6,1,SJU,MCO,1808,22,2015
324,2,6,1,STT,SJU,910,36,947
325,2,6,1,FLL,SJU,1240,20,1610
326,2,6,1,SJU,STT,1656,85,1733
327,2,6,1,BOS,RSW,1640,5,2017
328,2,6,1,FLL,BOS,1128,1,1434
329,2,6,1,PVD,MCO,1525,16,1833
330,2,6,1,RDU,BOS,1505,3,1653
331,2,6,1,JFK,FLL,1900,55,2212
332,2,6,1,JFK,SJU,2116,12,205
333,2,6,1,ORD,JFK,1751,166,2100
334,2,6,1,BOS,JAX,830,222,1134
335,2,6,1,TPA,LGA,1825,14,2056
336,2,6,1,CLT,JFK,2005,5,2147
337,2,6,1,JFK,CLT,1716,37,1920
338,2,6,1,JFK,LAX,2115,17,34
339,2,6,1,RDU,FLL,1117,12,1325
340,2,6,1,FLL,RDU,1755,185,1957
341,2,6,1,FLL,CHS,1315,16,1458
342,2,6,1,CHS,FLL,1535,71,1719
343,2,6,1,LGB,SFO,2029,5,2154
344,2,6,1,BDL,PBI,1631,12,1938
345,2,6,1,FLL,RIC,1345,107,1556
346,2,6,1,TPA,SJU,1509,2,1858
347,2,6,1,MCO,BOS,1955,54,2241
348,2,6,1,BOS,PHL,1730,3,1912
349,2,6,1,LGA,PBI,1045,63,1346
350,2,6,1,BOS,RSW,1429,5,1809
351,2,6,1,RSW,BOS,1350,8,1651
352,2,6,1,PBI,HPN,1224,43,1508
353,2,6,1,RIC,MCO,800,19,1005
354,2,6,1,MCO,RIC,2051,19,2241
355,2,6,1,LGA,FLL,1329,21,1636
356,2,6,1,RIC,BOS,1632,109,1804
357,2,6,1,JFK,RDU,1535,13,1728
358,2,6,1,RDU,JFK,2033,177,2202
359,2,6,1,FLL,PVD,1025,25,1319
360,2,6,1,PVD,FLL,1405,70,1723
361,2,6,1,MCO,LGA,1620,134,1852
362,2,6,1,LGA,MCO,1355,4,1650
363,2,6,1,JFK,SJU,1559,16,2054
364,2,6,1,JFK,PDX,2041,2,2359
365,2,6,1,BOS,JAX,1515,17,1817
366,2,6,1,BWI,MCO,1135,8,1359
367,2,6,1,BOS,JFK,2100,21,2212
368,2,6,1,DCA,MCO,1255,12,1519
369,2,6,1,MCO,SJU,1655,43,2040
370,2,6,1,SJU,MCO,1939,62,2145
371,2,6,1,BOS,DTW,1612,34,1829
372,2,6,1,PBI,JFK,1430,59,1714
373,2,6,1,PBI,LGA,1839,32,2120
374,2,6,1,RSW,BOS,1611,3,1914
375,2,6,1,BOS,FLL,1835,64,2207
376,2,6,1,LGA,FLL,1940,23,2247
377,2,6,1,FLL,LGA,1407,23,1659
378,2,6,1,EWR,SJU,925,9,1422
379,2,6,1,MCO,HPN,2040,25,2312
380,2,6,1,SJU,JFK,1426,32,1732
381,2,6,1,IAD,JFK,1340,14,1458
382,2,6,1,BOS,JFK,1841,6,2000
383,2,6,1,JFK,BOS,1244,4,1349
384,2,6,1,BOS,PBI,800,7,1125
385,2,6,1,SJU,MCO,1411,37,1623
386,2,6,1,DTW,BOS,1915,23,2103
387,2,6,1,LGA,FLL,2137,101,33
388,2,6,1,EWR,SJU,2315,16,400
389,2,6,1,FLL,JFK,1818,18,2106
390,2,6,1,SJU,JFK,1101,2,1358
391,2,6,1,JAX,BOS,1210,210,1435
392,2,6,1,BOS,BWI,2015,15,2145
393,2,6,1,SFO,LGB,1429,39,1550
394,2,6,1,LGB,SFO,1717,3,1839
395,2,6,1,PBI,EWR,1942,28,2229
396,2,6,1,SJU,FLL,1940,15,2126
397,2,6,1,BDL,FLL,1853,49,2207
398,2,6,1,FLL,BDL,2031,62,2320
399,2,6,1,HPN,PBI,2045,7,2337
400,2,6,1,FLL,LGA,2015,9,2300
401,2,6,1,DCA,FLL,1100,8,1342
402,2,6,1,JFK,FLL,1059,28,1404
403,2,6,1,EWR,RSW,1845,14,2206
404,2,6,1,RSW,EWR,1224,10,1516
405,2,6,1,PDX,LGB,1417,5,1631
406,2,6,1,TPA,BDL,1935,17,2213
407,2,6,1,BOS,MCO,1550,68,1916
408,2,6,1,MCO,BOS,616,8,903
409,2,6,1,ORD,SJU,700,39,1335
410,2,6,1,RSW,BOS,955,36,1252
411,2,6,1,FLL,LGA,1109,7,1401
412,2,6,1,DCA,FLL,1822,7,2103
413,2,6,1,BOS,RDU,2055,4,2300
414,2,6,1,MCO,BUF,2005,16,2238
415,2,6,1,FLL,DTW,1810,66,2112
416,2,6,1,JFK,FLL,1702,5,2015
417,2,6,1,FLL,JFK,2210,61,48
418,2,6,1,SJU,JFK,2039,3,2340
419,2,6,1,RSW,JFK,1516,3,1803
420,2,6,1,LGA,RSW,940,21,1308
421,2,6,1,RSW,LGA,1613,3,1856
422,2,6,1,SJU,FLL,1735,5,1924
423,2,6,1,JFK,JAX,2032,93,2312
424,2,6,1,FLL,DCA,1858,2,2119
425,2,6,1,BOS,PIT,1703,116,1855
426,2,6,1,FLL,JFK,715,5,959
427,2,6,1,JFK,RSW,1603,3,1923
428,2,6,1,PIT,BOS,1931,113,2103
429,2,6,1,BOS,DCA,705,13,856
430,2,6,1,JFK,SYR,2250,15,2358
431,2,6,1,BOS,DTW,2030,16,2244
432,2,6,1,FLL,SJU,2333,33,257
433,2,6,1,JFK,MCO,1359,9,1653
434,2,6,1,MCO,JFK,1445,13,1720
435,2,6,1,ORH,MCO,1620,22,1929
436,2,6,1,MCO,ORH,1306,21,1543
437,2,6,1,HPN,MCO,700,15,955
438,2,6,1,JFK,FLL,2215,11,116
439,2,6,1,FLL,JFK,1510,17,1801
440,2,6,1,JFK,SJU,1300,2,1744
441,2,6,1,SJU,JFK,1948,51,2248
442,2,6,1,MCO,SJU,939,27,1325
443,2,6,1,EWR,PBI,1106,15,1359
444,2,6,1,PBI,EWR,1435,14,1723
445,2,6,1,HPN,PBI,1137,4,1432
446,2,6,1,PBI,HPN,1918,66,2200
447,2,6,1,BOS,FLL,1625,55,1957
448,2,6,1,LGB,LAS,1636,26,1742
449,2,6,1,SJU,EWR,500,50,808
450,2,6,1,PIT,FLL,700,4,957
451,2,6,1,ORH,FLL,1835,3,2158
452,2,6,1,STT,SJU,1814,67,1855
453,2,6,1,BOS,MCO,2000,12,2315
454,2,6,1,JFK,PBI,1435,25,1740
455,2,6,1,SJU,FLL,2145,17,2328
456,2,6,1,HPN,PBI,1544,68,1842
457,2,6,1,FLL,BOS,1401,12,1709
458,2,6,1,FLL,DCA,2000,20,2220
459,2,6,1,FLL,HPN,2145,8,29
460,2,6,1,DCA,JAX,1040,5,1244
461,1,5,1,JFK,FLL,929,12,1236
462,1,5,1,FLL,JFK,814,3,1054
463,1,5,1,JFK,SJU,706,18,1159
464,1,5,1,SJU,JFK,1259,7,1602
465,1,5,1,FLL,LAS,1920,38,2151
466,1,5,1,LAS,FLL,2242,53,608
467,1,5,1,BOS,SAN,1659,11,2030
468,1,5,1,MCO,EWR,1953,37,2225
469,1,5,1,BOS,MCO,530,13,853
470,1,5,1,PBI,JFK,1955,28,2231
471,1,5,1,BOS,SJU,930,1,1430
472,1,5,1,PBI,LGA,955,7,1234
473,1,5,1,BOS,FLL,705,1,1040
474,1,5,1,SLC,JFK,2248,40,500
475,1,5,1,MSY,JFK,1050,8,1440
476,1,5,1,DCA,FLL,2155,11,28
477,1,5,1,JFK,RNO,1945,2,2308
478,1,5,1,JFK,MCO,1459,46,1803
479,1,5,1,MCO,JFK,1856,3,2130
480,1,5,1,ALB,FLL,1250,10,1606
481,1,5,1,FLL,ALB,914,5,1207
482,1,5,1,JFK,SAN,1635,1,1953
483,1,5,1,SAN,JFK,2100,12,501
484,1,5,1,JFK,DEN,2031,5,2308
485,1,5,1,LAX,FLL,2240,5,622
486,1,5,1,JFK,ORD,1459,29,1654
487,1,5,1,JFK,PWM,2245,75,2353
488,1,5,1,JFK,SYR,1050,8,1159
489,1,5,1,BOS,PBI,1738,18,2103
490,1,5,1,PBI,BOS,2029,22,2320
491,1,5,1,EWR,MCO,1242,20,1534
492,1,5,1,BOS,SFO,702,7,1054
493,1,5,1,JFK,PHX,1911,14,2255
494,1,5,1,BDL,MCO,1730,17,2032
495,1,5,1,MCO,BDL,1815,307,2051
496,1,5,1,BOS,MCO,800,16,1124
497,1,5,1,JFK,PBI,2200,9,52
498,1,5,1,JFK,SMF,2055,21,23
499,1,5,1,SJU,BDL,1509,4,1812
500,1,5,1,MCO,JFK,2145,123,6
501,1,5,1,SFO,LAS,1725,75,1856
502,1,5,1,LGA,MCO,930,111,1231
503,1,5,1,JFK,FLL,2116,4,20
504,1,5,1,EWR,FLL,1429,1,1732
505,1,5,1,JFK,LGB,1429,51,1751
506,1,5,1,LGB,AUS,1850,8,2334
507,1,5,1,PBI,BOS,1535,1,1836
508,1,5,1,JFK,LAX,1015,10,1330
509,1,5,1,JFK,TPA,2146,167,47
510,1,5,1,DCA,TPA,1143,2,1412
511,1,5,1,BOS,MCO,1010,7,1330
512,1,5,1,PHL,BOS,1439,3,1600
513,1,5,1,JFK,SEA,1359,5,1710
514,1,5,1,SEA,JFK,2200,5,559
515,1,5,1,SMF,LGB,1620,1,1738
516,1,5,1,LGA,FLL,1616,13,1928
517,1,5,1,FLL,SFO,1910,103,2240
518,1,5,1,SFO,FLL,2212,214,623
519,1,5,1,JFK,MCO,917,19,1217
520,1,5,1,LGA,MCO,1759,116,2059
521,1,5,1,FLL,JFK,1937,4,2218
522,1,5,1,EWR,FLL,1740,15,2050
523,1,5,1,FLL,EWR,915,8,1200
524,1,5,1,SYR,JFK,1235,7,1347
525,1,5,1,BOS,PBI,2035,13,2355
526,1,5,1,LAX,JFK,1305,2,2123
527,1,5,1,EWR,MCO,1700,1,1951
528,1,5,1,MCO,EWR,1830,8,2104
529,1,5,1,MCO,SJU,2359,38,340
530,1,5,1,SJU,MCO,2110,33,2313
531,1,5,1,SJU,STX,1530,140,1610
532,1,5,1,STX,SJU,1646,136,1728
533,1,5,1,IAD,BOS,1855,3,2021
534,1,5,1,BUR,JFK,2145,7,552
535,1,5,1,JFK,BUR,1730,30,2054
536,1,5,1,PBI,LGA,1150,9,1434
537,1,5,1,FLL,PHL,1016,1,1251
538,1,5,1,MCO,JFK,2047,5,2309
539,1,5,1,BOS,TPA,1520,230,1850
540,1,5,1,TPA,BOS,1345,9,1637
541,1,5,1,MCO,LGA,1303,21,1533
542,1,5,1,MSY,BOS,1320,17,1725
543,1,5,1,FLL,JFK,1618,22,1909
544,1,5,1,BOS,LGB,1738,4,2110
545,1,5,1,JFK,LAS,820,4,1113
546,1,5,1,SFO,JFK,1135,14,2005
547,1,5,1,TPA,JFK,1925,13,2159
548,1,5,1,MCO,EWR,2115,47,2339
549,1,5,1,LGA,SRQ,1530,8,1845
550,1,5,1,SRQ,LGA,1926,8,2159
551,3,7,1,BOS,PIT,1725,36,1917
552,3,7,1,JFK,FLL,740,7,1053
553,3,7,1,FLL,JFK,715,4,959
554,3,7,1,JFK,SFO,2130,2,102
555,3,7,1,LGA,TPA,730,87,1035
556,3,7,1,JFK,RSW,1545,22,1909
557,3,7,1,RSW,JFK,1955,35,2232
558,3,7,1,BTV,JFK,1450,2,1621
559,3,7,1,JFK,BTV,1300,7,1414
560,3,7,1,PIT,BOS,1955,41,2127
561,3,7,1,BOS,DCA,705,12,856
562,3,7,1,JFK,FLL,1520,6,1837
563,3,7,1,FLL,JFK,2115,64,2356
564,3,7,1,IAD,JFK,2020,2,2133
565,3,7,1,JFK,SYR,2250,42,2358
566,3,7,1,LGB,PDX,1808,19,2029
567,3,7,1,FLL,SJU,2333,29,257
568,3,7,1,JFK,MCO,1359,14,1653
569,3,7,1,MCO,JFK,1445,4,1720
570,3,7,1,JFK,FLL,2215,57,116
571,3,7,1,FLL,JFK,1505,41,1756
572,3,7,1,JFK,SJU,1300,5,1744
573,3,7,1,SJU,JFK,1948,11,2248
574,3,7,1,MCO,SJU,939,6,1325
575,3,7,1,PBI,EWR,1435,40,1723
576,3,7,1,HPN,PBI,1137,12,1432
577,3,7,1,PBI,HPN,1918,35,2200
578,3,7,1,DCA,FLL,1540,5,1821
579,3,7,1,LGB,LAS,1636,48,1742
580,3,7,1,MCO,JFK,1036,8,1259
581,3,7,1,JFK,BUF,2250,102,13
582,3,7,1,PIT,FLL,700,9,957
583,3,7,1,FLL,PIT,1938,40,2213
584,3,7,1,FLL,ORH,1455,6,1748
585,3,7,1,STT,SJU,1814,13,1855
586,3,7,1,BOS,MCO,2000,23,2315
587,3,7,1,JFK,PBI,1359,82,1700
